,Norm True,Norm Predicted
672,1.37,0.883
673,1.37,0.873
674,1.368,0.873
675,1.366,0.888
676,1.365,0.905
677,1.363,0.879
678,1.362,0.875
679,1.361,0.878
680,1.36,0.891
681,1.357,0.892
682,1.355,0.881
683,1.353,0.874
684,1.352,0.874
685,1.35,0.89
686,1.349,0.894
687,1.348,0.881
688,1.348,0.883
689,1.346,0.882
690,1.345,0.889
691,1.343,0.899
692,1.341,0.881
693,1.337,0.874
694,1.335,0.884
695,1.33,0.89
696,1.327,0.887
697,1.325,0.88
698,1.321,0.87
699,1.318,0.883
700,1.316,0.895
701,1.314,0.889
702,1.311,0.881
703,1.31,0.867
704,1.305,0.879
705,1.305,0.89
706,1.301,0.888
707,1.3,0.885
708,1.3,0.87
709,1.299,0.875
710,1.297,0.899
711,1.295,0.889
712,1.294,0.886
713,1.292,0.876
714,1.291,0.874
715,1.289,0.902
716,1.287,0.891
717,1.286,0.887
718,1.284,0.879
719,1.28,0.877
720,1.279,0.905
721,1.277,0.882
722,1.275,0.872
723,1.267,0.877
724,1.265,0.88
725,1.263,0.903
726,1.26,0.881
727,1.257,0.87
728,1.256,0.873
729,1.251,0.886
730,1.251,0.898
731,1.243,0.879
732,1.241,0.867
733,1.24,0.873
734,1.239,0.886
735,1.236,0.9
736,1.232,0.876
737,1.228,0.86
738,1.222,0.873
739,1.22,0.894
740,1.219,0.894
741,1.217,0.882
742,1.214,0.877
743,1.213,0.876
744,1.211,0.891
745,1.209,0.903
746,1.208,0.881
747,1.205,0.87
748,1.201,0.88
749,1.201,0.894
750,1.197,0.889
751,1.195,0.885
752,1.195,0.875
753,1.195,0.882
754,1.193,0.896
755,1.191,0.889
756,1.188,0.881
757,1.186,0.873
758,1.184,0.882
759,1.182,0.894
760,1.18,0.888
761,1.179,0.879
762,1.177,0.864
763,1.175,0.882
764,1.175,0.893
765,1.174,0.874
766,1.174,0.88
767,1.173,0.867
768,1.173,0.874
769,1.173,0.893
770,1.173,0.886
771,1.172,0.878
772,1.172,0.872
773,1.171,0.876
774,1.171,0.902
775,1.171,0.888
776,1.171,0.884
777,1.171,0.874
778,1.171,0.879
779,1.17,0.908
780,1.169,0.894
781,1.167,0.884
782,1.165,0.872
783,1.164,0.874
784,1.164,0.907
785,1.164,0.892
786,1.164,0.882
787,1.165,0.871
788,1.165,0.876
789,1.165,0.906
790,1.165,0.878
791,1.165,0.881
792,1.166,0.883
793,1.165,0.884
794,1.165,0.903
795,1.164,0.883
796,1.163,0.86
797,1.162,0.871
798,1.16,0.882
799,1.16,0.906
