,Norm True,Norm Predicted
669,1.114,0.907
670,1.112,0.91
671,1.111,0.908
672,1.107,0.91
673,1.105,0.91
674,1.102,0.914
675,1.101,0.912
676,1.098,0.915
677,1.096,0.913
678,1.093,0.916
679,1.092,0.914
680,1.088,0.916
681,1.086,0.915
682,1.084,0.914
683,1.081,0.915
684,1.079,0.917
685,1.078,0.914
686,1.073,0.916
687,1.072,0.917
688,1.069,0.917
689,1.066,0.914
690,1.059,0.913
691,1.056,0.914
692,1.053,0.914
693,1.051,0.915
694,1.05,0.915
695,1.048,0.916
696,1.046,0.914
697,1.042,0.913
698,1.039,0.916
699,1.038,0.915
700,1.035,0.915
701,1.032,0.914
702,1.028,0.915
703,1.026,0.916
704,1.024,0.916
705,1.022,0.916
706,1.019,0.915
707,1.015,0.915
708,1.012,0.916
709,1.008,0.916
710,1.007,0.918
711,1.006,0.919
712,1.004,0.92
713,1.003,0.916
714,0.997,0.916
715,0.996,0.917
716,0.994,0.918
717,0.992,0.917
718,0.989,0.916
719,0.985,0.916
720,0.983,0.918
721,0.982,0.919
722,0.981,0.917
723,0.976,0.914
724,0.971,0.912
725,0.965,0.913
726,0.963,0.916
727,0.961,0.915
728,0.957,0.914
729,0.954,0.914
730,0.952,0.915
731,0.951,0.913
732,0.946,0.912
733,0.941,0.913
734,0.938,0.913
735,0.935,0.911
736,0.932,0.912
737,0.93,0.911
738,0.927,0.914
739,0.926,0.915
740,0.924,0.916
741,0.922,0.918
742,0.922,0.919
743,0.921,0.916
744,0.918,0.915
745,0.915,0.915
746,0.913,0.91
747,0.908,0.911
748,0.907,0.912
749,0.905,0.914
750,0.904,0.917
751,0.903,0.915
752,0.9,0.917
753,0.9,0.917
754,0.898,0.918
755,0.896,0.918
756,0.895,0.918
757,0.894,0.917
758,0.894,0.917
759,0.893,0.916
760,0.893,0.914
761,0.893,0.913
762,0.892,0.915
763,0.892,0.916
764,0.892,0.916
765,0.89,0.916
766,0.889,0.915
767,0.886,0.917
768,0.885,0.919
769,0.884,0.918
770,0.882,0.916
771,0.879,0.915
772,0.876,0.917
773,0.875,0.919
774,0.874,0.916
775,0.871,0.917
776,0.87,0.918
777,0.868,0.919
778,0.867,0.919
779,0.866,0.919
780,0.865,0.918
781,0.863,0.918
782,0.862,0.916
783,0.86,0.914
784,0.858,0.917
785,0.858,0.915
786,0.856,0.913
787,0.854,0.913
788,0.853,0.913
789,0.851,0.913
790,0.851,0.913
791,0.849,0.914
792,0.849,0.915
793,0.848,0.914
794,0.848,0.916
795,0.847,0.915
796,0.846,0.917
797,0.846,0.918
798,0.845,0.917
799,0.843,0.913
